Stock,Quantity,Side,Status
CAVA,114,buy,completed
CDE,114,buy,completed
CORZ,114,buy,completed
CVNA,799,sell,completed
DOMO,50,buy,completed
EAT,50,buy,completed
ERJ,114,buy,completed
FTAI,114,buy,completed
FYBR,50,buy,completed
GM,114,buy,completed
GS,50,buy,completed
INSM,114,buy,completed
LUMN,114,buy,completed
MS,50,buy,completed
NIO,50,buy,completed
NVDA,114,buy,completed
OSCR,50,buy,completed
SFM,50,buy,completed
SNAP,114,buy,completed
TLN,114,buy,completed
TLRY,50,buy,completed
DYN,913,buy,completed
QCOM,280,sell,completed
AMRX,2,buy,completed
ASTS,2,buy,completed
BAC,2,buy,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,2,buy,completed
DYN,1,sell,completed
EAT,2,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,2,buy,completed
GM,1,sell,completed
GS,2,buy,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MS,2,buy,completed
NIO,2,buy,completed
NVDA,1,sell,completed
OSCR,280,buy,completed
QCOM,2,buy,completed
SFM,2,buy,completed
SNAP,1,sell,completed
TLN,1,sell,completed
TLRY,2,buy,completed
MRO,278,sell,completed
AMRX,44,sell,completed
ASTS,44,sell,completed
BAC,44,sell,completed
DOMO,44,sell,completed
EAT,44,sell,completed
FYBR,44,sell,completed
GS,44,sell,completed
MRO,44,sell,completed
MS,44,sell,completed
NIO,44,sell,completed
QCOM,278,buy,completed
SFM,44,sell,completed
TLRY,44,sell,completed
OSCR,322,sell,completed
AMRX,44,buy,completed
ASTS,44,buy,completed
BAC,44,buy,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,44,buy,completed
DYN,1,sell,completed
EAT,44,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,44,buy,completed
GM,1,sell,completed
GS,44,buy,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MRO,44,buy,completed
MS,44,buy,completed
NIO,44,buy,completed
NVDA,1,sell,completed
OSCR,322,buy,completed
SFM,44,buy,completed
SNAP,1,sell,completed
TLN,1,sell,completed
TLRY,44,buy,completed
QCOM,278,sell,completed
BRFS,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
DYN,1,buy,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
GM,1,buy,completed
INSM,1,buy,completed
LUMN,1,buy,completed
NVDA,1,buy,completed
SNAP,1,buy,completed
TLN,1,buy,completed
AMRX,30,sell,completed
ASTS,30,sell,completed
BAC,30,sell,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,30,sell,completed
DYN,1,sell,completed
EAT,30,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,30,sell,completed
GM,1,sell,completed
GS,30,sell,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MRO,30,sell,completed
MS,30,sell,completed
NIO,30,sell,completed
NVDA,1,sell,completed
QCOM,278,buy,completed
SFM,30,sell,completed
SNAP,1,sell,completed
TLN,1,sell,completed
TLRY,30,sell,completed
SQ,308,sell,completed
AMRX,1,buy,completed
ASTS,1,buy,completed
BAC,1,buy,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,1,buy,completed
DYN,1,sell,completed
EAT,1,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,1,buy,completed
GM,1,sell,completed
GS,1,buy,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MRO,1,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
NVDA,1,sell,completed
SFM,1,buy,completed
SNAP,1,sell,completed
SQ,1,buy,completed
TLN,1,sell,completed
TLRY,1,buy,completed
AMRX,1,sell,completed
ASTS,1,sell,completed
BAC,1,sell,completed
BRFS,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
DOMO,1,sell,completed
DYN,1,buy,completed
EAT,1,sell,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
FYBR,1,sell,completed
GM,1,buy,completed
GS,1,sell,completed
INSM,1,buy,completed
LUMN,1,buy,completed
MRO,1,sell,completed
MS,1,sell,completed
NIO,1,sell,completed
NVDA,1,buy,completed
SFM,1,sell,completed
SNAP,1,buy,completed
SQ,1,sell,completed
TLN,1,buy,completed
TLRY,1,sell,completed
AMRX,1,buy,completed
ASTS,1,buy,completed
BAC,1,buy,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,1,buy,completed
DYN,1,sell,completed
EAT,1,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,1,buy,completed
GM,1,sell,completed
GS,1,buy,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MRO,1,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
NVDA,1,sell,completed
SFM,1,buy,completed
SNAP,1,sell,completed
SQ,1,buy,completed
TLN,1,sell,completed
TLRY,1,buy,completed
AMRX,1,sell,completed
ASTS,1,sell,completed
BAC,1,sell,completed
BRFS,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
DOMO,1,sell,completed
DYN,1,buy,completed
EAT,1,sell,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
FYBR,1,sell,completed
GM,1,buy,completed
GS,1,sell,completed
INSM,1,buy,completed
LUMN,1,buy,completed
MRO,1,sell,completed
MS,1,sell,completed
NIO,1,sell,completed
NVDA,1,buy,completed
SFM,1,sell,completed
SNAP,1,buy,completed
SQ,1,sell,completed
TLN,1,buy,completed
TLRY,1,sell,completed
AMRX,1,buy,completed
ASTS,1,buy,completed
BAC,1,buy,completed
DOMO,1,buy,completed
EAT,1,buy,completed
FYBR,1,buy,completed
GS,1,buy,completed
MRO,1,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
SFM,1,buy,completed
SQ,1,buy,completed
TLRY,1,buy,completed
AMRX,1,sell,completed
ASTS,1,sell,completed
BAC,1,sell,completed
BRFS,111,sell,completed
CAVA,111,sell,completed
CDE,111,sell,completed
CORZ,111,sell,completed
DOMO,1,sell,completed
DYN,911,sell,completed
EAT,1,sell,completed
ERJ,111,sell,completed
FTAI,111,sell,completed
FYBR,1,sell,completed
GM,111,sell,completed
GS,1,sell,completed
INSM,111,sell,completed
LUMN,111,sell,completed
MRO,1,sell,completed
MS,1,sell,completed
NIO,1,sell,completed
NVDA,111,sell,completed
SFM,1,sell,completed
SNAP,111,sell,completed
SQ,1,sell,completed
TLN,111,sell,completed
TLRY,1,sell,completed
ANF,800,buy,completed
ANF,800,sell,completed
BRFS,110,buy,completed
CAVA,110,buy,completed
CDE,110,buy,completed
CORZ,110,buy,completed
ERJ,110,buy,completed
FTAI,110,buy,completed
GM,110,buy,completed
INSM,110,buy,completed
LUMN,110,buy,completed
NVDA,110,buy,completed
SNAP,110,buy,completed
TLN,110,buy,completed
DYN,910,buy,completed
BRFS,910,sell,completed
CAVA,137,sell,completed
CDE,137,sell,completed
CORZ,137,sell,completed
DYN,137,sell,completed
ERJ,137,sell,completed
FTAI,137,sell,completed
GM,137,sell,completed
INSM,137,sell,completed
LUMN,137,sell,completed
NVDA,137,sell,completed
SNAP,137,sell,completed
TLN,137,sell,completed
ANF,773,buy,completed
ANF,122,buy,completed
CAVA,773,sell,completed
CDE,122,buy,completed
CORZ,122,buy,completed
DYN,122,buy,completed
ERJ,122,buy,completed
FTAI,122,buy,completed
GM,122,buy,completed
INSM,122,buy,completed
LUMN,122,buy,completed
NVDA,122,buy,completed
SNAP,122,buy,completed
TLN,122,buy,completed
BRFS,895,buy,completed
AMRX,30,buy,completed
ANF,1,sell,completed
ASTS,30,buy,completed
BAC,30,buy,completed
BRFS,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,30,buy,completed
DYN,1,sell,completed
EAT,30,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,30,buy,completed
GM,1,sell,completed
GS,30,buy,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MRO,30,buy,completed
MS,30,buy,completed
NIO,30,buy,completed
NVDA,1,sell,completed
SFM,30,buy,completed
SNAP,1,sell,completed
SQ,308,buy,completed
TLN,1,sell,completed
TLRY,30,buy,completed
QCOM,278,sell,completed
AMRX,28,sell,completed
ASTS,28,sell,completed
BAC,28,sell,completed
DOMO,28,sell,completed
EAT,28,sell,completed
FYBR,28,sell,completed
GS,28,sell,completed
MRO,28,sell,completed
MS,28,sell,completed
NIO,28,sell,completed
QCOM,28,sell,completed
SFM,278,buy,completed
TLRY,28,sell,completed
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,22,buy,completed
ASTS,22,buy,completed
BAC,22,buy,completed
DOMO,22,buy,completed
EAT,22,buy,completed
FYBR,22,buy,completed
GS,22,buy,completed
MRO,306,buy,completed
MS,22,buy,completed
NIO,22,buy,completed
QCOM,22,buy,completed
TLRY,22,buy,completed
CGC,284,sell,"failed: asset ""CGC"" cannot be sold short"
SFM,284,sell,completed
SFM,0,sell,not completed: qty is 0
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,22,sell,completed
ASTS,22,sell,completed
BAC,22,sell,completed
DOMO,22,sell,completed
EAT,22,sell,completed
FYBR,22,sell,completed
GS,22,sell,completed
MS,22,sell,completed
NIO,22,sell,completed
QCOM,22,sell,completed
SFM,284,buy,completed
TLRY,22,sell,completed
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
MRO,306,sell,completed
MRO,0,sell,not completed: qty is 0
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,121,sell,completed
BRFS,894,sell,completed
CDE,121,sell,completed
CORZ,121,sell,completed
DYN,121,sell,completed
ERJ,121,sell,completed
FTAI,121,sell,completed
GM,121,sell,completed
INSM,121,sell,completed
LUMN,121,sell,completed
NVDA,121,sell,completed
SNAP,121,sell,completed
TLN,121,sell,completed
CAVA,773,buy,completed
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,5,buy,completed
CAVA,5,buy,completed
CDE,5,buy,completed
CORZ,773,sell,completed
DYN,5,buy,completed
ERJ,5,buy,completed
FTAI,5,buy,completed
GM,5,buy,completed
INSM,5,buy,completed
LUMN,5,buy,completed
NVDA,5,buy,completed
SNAP,5,buy,completed
TLN,5,buy,completed
BRFS,778,buy,completed
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,55,sell,completed
BRFS,55,sell,completed
CAVA,55,sell,completed
CDE,55,sell,completed
DYN,55,sell,completed
ERJ,55,sell,completed
FTAI,55,sell,completed
GM,55,sell,completed
INSM,778,sell,completed
LUMN,55,sell,completed
NVDA,55,sell,completed
SNAP,55,sell,completed
TLN,55,sell,completed
CVNA,723,buy,completed
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,41,buy,completed
BRFS,41,buy,completed
CAVA,723,sell,completed
CDE,41,buy,completed
CVNA,41,buy,completed
DYN,41,buy,completed
ERJ,41,buy,completed
FTAI,41,buy,completed
GM,41,buy,completed
LUMN,41,buy,completed
NVDA,41,buy,completed
SNAP,41,buy,completed
TLN,41,buy,completed
INSM,764,buy,completed
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,13,buy,completed
BRFS,13,buy,completed
CDE,13,buy,completed
CVNA,764,sell,completed
DYN,13,buy,completed
ERJ,13,buy,completed
FTAI,13,buy,completed
GM,13,buy,completed
INSM,13,buy,completed
LUMN,13,buy,completed
NVDA,13,buy,completed
SNAP,13,buy,completed
TLN,13,buy,completed
CAVA,777,buy,completed
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,306,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,14,buy,completed
ASTS,306,buy,completed
BAC,14,buy,completed
DOMO,14,buy,completed
EAT,14,buy,completed
FYBR,14,buy,completed
GS,14,buy,completed
MRO,14,buy,completed
MS,14,buy,completed
NIO,14,buy,completed
QCOM,14,buy,completed
TLRY,14,buy,completed
CGC,292,sell,"failed: asset ""CGC"" cannot be sold short"
OKTA,292,sell,completed
OKTA,0,sell,not completed: qty is 0
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,1,buy,completed
BAC,1,buy,completed
DOMO,1,buy,completed
EAT,1,buy,completed
FYBR,1,buy,completed
GS,1,buy,completed
MRO,1,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
OKTA,1,buy,completed
QCOM,1,buy,completed
TLRY,1,buy,completed
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,61,buy,completed
BRFS,61,buy,completed
CAVA,61,buy,completed
CDE,61,buy,completed
DYN,61,buy,completed
ERJ,61,buy,completed
FTAI,61,buy,completed
GM,61,buy,completed
INSM,777,sell,completed
LUMN,61,buy,completed
NVDA,61,buy,completed
SNAP,61,buy,completed
TLN,61,buy,completed
CORZ,838,buy,completed
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,1,buy,completed
BRFS,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
DYN,1,buy,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
GM,1,buy,completed
LUMN,1,buy,completed
NVDA,1,buy,completed
SNAP,1,buy,completed
TLN,1,buy,completed
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,1,sell,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DYN,1,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
GM,1,sell,completed
LUMN,1,sell,completed
NVDA,1,sell,completed
SNAP,1,sell,completed
TLN,1,sell,completed
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,40,sell,completed
BRFS,40,sell,completed
CAVA,40,sell,completed
CDE,40,sell,completed
CORZ,40,sell,completed
DYN,838,sell,completed
ERJ,40,sell,completed
FTAI,40,sell,completed
GM,40,sell,completed
LUMN,40,sell,completed
NVDA,40,sell,completed
SNAP,40,sell,completed
TLN,40,sell,completed
INSM,798,buy,completed
CGC,291,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MRO,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,1,buy,completed
ANF,40,buy,completed
BAC,1,buy,completed
BRFS,40,buy,completed
CAVA,40,buy,completed
CDE,40,buy,completed
CORZ,40,buy,completed
DOMO,1,buy,completed
EAT,1,buy,completed
ERJ,40,buy,completed
FTAI,40,buy,completed
FYBR,1,buy,completed
GM,40,buy,completed
GS,1,buy,completed
INSM,798,sell,completed
LUMN,40,buy,completed
MRO,291,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
NVDA,40,buy,completed
OKTA,1,buy,completed
QCOM,1,buy,completed
SNAP,40,buy,completed
TLN,40,buy,completed
TLRY,1,buy,completed
DYN,838,buy,completed
CGC,290,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,290,sell,completed
ASTS,0,sell,not completed: qty is 0
AMRX,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,233,sell,completed
ANF,163,sell,completed
ASTS,233,sell,completed
BAC,233,sell,completed
BRFS,163,sell,completed
CAVA,163,sell,completed
CDE,163,sell,completed
CORZ,163,sell,completed
DOMO,233,sell,completed
DYN,838,sell,completed
EAT,233,sell,completed
ERJ,163,sell,completed
FTAI,163,sell,completed
FYBR,233,sell,completed
GM,163,sell,completed
GS,290,buy,completed
LUMN,163,sell,completed
MS,233,sell,completed
NIO,233,sell,completed
NVDA,163,sell,completed
OKTA,233,sell,completed
QCOM,233,sell,completed
SNAP,163,sell,completed
TLN,163,sell,completed
TLRY,233,sell,completed
TSLA,675,buy,completed
CGC,523,sell,"failed: asset ""CGC"" cannot be sold short"
MRO,523,sell,completed
MRO,0,sell,not completed: qty is 0
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
